Game,alpha,gamma,omega,beta,Q_Deck_1,Q_Deck_2,Q_Deck_3,I_Deck_1,I_Deck_2,I_Deck_3,I_transformed_Deck_1,I_transformed_Deck_2,I_transformed_Deck_3,V_Deck_1,V_Deck_2,V_Deck_3,Softmax_Prob_Deck_1,Softmax_Prob_Deck_2,Softmax_Prob_Deck_3,Chosen_Deck,Chosen_Prob
87,0.07808899879455566,1.858069658279419,0.8254391551017761,2.0435855388641357,7.6357917234769275,7.646174291330053,0.0,2.0,4.0,0.0,3.625222787070542,13.14224025589551,0.0,4.643390889061713,-3.201945401640887,0.0,0.9999242295699519,1.0891570914128251e-07,7.566141434667972e-05,1,0.9999242295699519
88,0.07827974855899811,1.8578298091888428,0.8215773701667786,2.0435855388641357,14.959087461082605,4.368649283457011,0.0,4.0,2.0,0.0,13.13787116846632,3.624620141265333,0.0,4.165309816904104,1.3907433999427017,0.0,0.9963646110982018,0.003435111756109419,0.00020027704605230724,1,0.9963646110982018
89,0.07828489691019058,1.855989933013916,0.8224248886108398,2.0435855388641357,14.276222063440047,3.5922048744146906,0.0,4.0,2.0,0.0,13.104404281956649,3.6200005914304283,0.0,3.4988338315404377,0.6150262912363464,0.0,0.9964699314448211,0.0027481049878064633,0.0007819634677253748,1,0.9964699314448211
90,0.07812799513339996,1.8623342514038086,0.826504647731781,2.0435855388641357,6.209944333011792,6.3662003232785915,2.9493280722255655,2.0,2.0,2.0,3.6359547659162934,3.6359547659162934,3.6359547659162934,3.204810820039455,3.361066810306255,-0.05580544074677096,0.42061485286274275,0.5788480791325983,0.0005370679467741629,2,0.5788480791325983
91,0.07820990681648254,1.8620702028274536,0.8257045745849609,2.0435855388641357,1.8696126170726632,4.647160168321903,6.806453611562199,2.0,2.0,2.0,3.635289357912713,3.635289357912713,3.635289357912713,-1.132062435695889,1.6454851155533503,3.804778558793647,4.1040654428833966e-05,0.011976709359463924,0.9879822498873091,3,0.9879822498873091
92,0.07757054269313812,1.8923238515853882,0.8385063409805298,2.0435855388641357,13.035716526537502,0.0,9.519860606349539,4.0,0.0,2.0,13.781372822056815,0.0,3.7123271437276126,1.479948027826124,0.0,6.407050756539798,4.237295225873306e-05,2.058772337166682e-06,0.9999555681754084,3,0.9999555681754084
93,0.07814408093690872,1.8594441413879395,0.8249843716621399,2.0435855388641357,6.660616001863574,0.0,6.0744380507739475,4.0,0.0,2.0,13.167305855177759,0.0,3.6286782518126017,-4.202205545553464,0.0,3.080835203238256,3.430604538179274e-07,0.0018403625828362492,0.9981592942568939,3,0.9981592942568939
94,0.07824131101369858,1.8604656457901,0.8263195157051086,2.0435855388641357,8.156219857520615,6.411765028947829,7.901789991506941,2.0,2.0,2.0,3.631248457772,3.631248457772,3.631248457772,5.155648390489533,3.4111935619167473,4.90121852447586,0.6162001376466295,0.017437606178789904,0.3663622561129606,1,0.6162001376466295
95,0.07742919772863388,1.8571429252624512,0.831131100654602,2.0435855388641357,8.264900511528868,11.581346550812196,5.525411638585247,2.0,2.0,2.0,3.6228948281175017,3.6228948281175017,3.6228948281175017,5.253799945479704,8.570245984763032,2.5143110725360827,0.0011378850957052121,0.9988579002376756,4.21456673344463e-06,2,0.9988579002376756
96,0.07820158451795578,1.8494412899017334,0.8166725039482117,2.0435855388641357,0.5474110916256905,12.786461583956633,0.0,2.0,4.0,0.0,3.603606017697699,12.98597633078707,0.0,-2.3955548580903328,2.1811717776805466,0.0,8.570976959519598e-05,0.9884557787805763,0.011458511350982824,2,0.9884557787805763
97,0.07820647209882736,1.8575034141540527,0.8250935077667236,2.0435855388641357,5.019648548608226,5.7907855725572634,7.941259662621455,2.0,2.0,2.0,3.623800200691427,3.623800200691427,3.623800200691427,2.029674529573979,2.8008115535230167,4.951285643587209,0.00251533814058377,0.012161700550649211,0.9853229612102347,3,0.9853229612102347
98,0.0782337337732315,1.8576619625091553,0.8275578022003174,2.0435855388641357,3.2049171076463323,5.7560277366624675,7.415964708672552,2.0,2.0,2.0,3.6241984685973514,3.6241984685973514,3.6241984685973514,0.20568338823615218,2.7567940172522873,4.416730989262373,0.00017708270886054804,0.03253363299588397,0.9672892841985266,3,0.9672892841985266
99,0.0781743973493576,1.8550204038619995,0.8272529244422913,2.0435855388641357,4.597523619084627,4.711093758976795,2.133881998173596,2.0,2.0,2.0,3.6175686727200818,3.6175686727200818,3.6175686727200818,1.6048793552061213,1.7184494950982896,-0.8587622657049097,0.4409672700179029,0.5561627407296081,0.002869989196872494,2,0.5561627407296081
100,0.07825975120067596,1.8585872650146484,0.8285763263702393,2.0435855388641357,8.821968192395856,0.0,8.686157465166943,4.0,0.0,2.0,13.151673924207573,0.0,3.6265236693295653,-2.075197473343323,0.0,5.6813058057391315,1.3060515663358674e-07,9.072673358668487e-06,0.9999907966214856,3,0.9999907966214856
